title,author,state,source,district,openLibraryKey,isbn,availability,cover_url
Fallout,"Hopkins, Ellen",CO,B,,/works/OL15110282W,9781416950097,private,https://covers.openlibrary.org/b/isbn/9781416950097-M.jpg?default=false
Glass,"Hopkins, Ellen",CO,B,,/works/OL21908329W,9781416940906,private,https://covers.openlibrary.org/b/isbn/9781416940906-M.jpg?default=false
Captain Underpants,"Pilkey, Dav",IA,B,Warren; Lucas,/works/OL14871228W,9780606250375,borrow_available,
Christine,"King, Stephen",IA,B,Warren; Lucas,/works/OL81619W,1668075784,borrow_unavailable,
Crank,"Hopkins, Ellen",IA,B,Warren; Lucas,/works/OL5969752W,9780689865190,private,https://covers.openlibrary.org/b/isbn/9780689865190-M.jpg?default=false
Ender's Game,"Card, Scott Orson",IA,B,Warren; Lucas,/works/OL49488W,0812519116,borrow_available,https://covers.openlibrary.org/b/isbn/0812519116-M.jpg?default=false
Fat Kid Rules the World,"Going, K. L.",IA,B,Warren; Lucas,/works/OL17733572W,0142402087,private,https://covers.openlibrary.org/b/isbn/0142402087-M.jpg?default=false
Killing Mr. Griffin,"Duncan, Lois",IA,B,Warren; Lucas,/works/OL29700W,9780440945154,private,https://covers.openlibrary.org/b/isbn/9780440945154-M.jpg?default=false
Looking for Alaska,"Green, John",IA,B,Warren; Lucas,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Lush,"Friend, Natasha",IA,B,Warren; Lucas,/works/OL5707189W,043985346X,private,https://covers.openlibrary.org/b/isbn/043985346X-M.jpg?default=false
My Sister's Keeper,"Picoult, Jodi",IA,B,Warren; Lucas,/works/OL891923W,9780743488815,borrow_available,https://covers.openlibrary.org/b/isbn/9780743488815-M.jpg?default=false
"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,IA,B,Iowa,/works/OL17357353W,8365830590,error,https://covers.openlibrary.org/b/isbn/8365830590-M.jpg?default=false
Speak,"Anderson, Laurie Halse",IA,B,Iowa,/works/OL509183W,9780374371524,private,https://covers.openlibrary.org/b/isbn/9780374371524-M.jpg?default=false
The Rape of Nanking,"Chang, Iris",IA,B,Iowa,/works/OL24826899W,9780140277449,Unknown,https://covers.openlibrary.org/b/isbn/9780140277449-M.jpg?default=false
The Perks of Being a Wallflower,"Chbosky, Stephen",IA,B,Iowa,/works/OL875437W,9782010021787,borrow_available,https://covers.openlibrary.org/b/isbn/9782010021787-M.jpg?default=false
City of Heavenly Fire,"Clare, Cassandra",IA,B,Iowa,/works/OL17660269W,1442416912,private,https://covers.openlibrary.org/b/isbn/1442416912-M.jpg?default=false
Tilt,"Cumyn, Alan",IA,B,Iowa,/works/OL16629917W,9781554981106,borrow_available,https://covers.openlibrary.org/b/isbn/9781554981106-M.jpg?default=false
Dear Martin,"Stone, Nic",IA,B,Iowa,/works/OL17876380W,349921833X,Unknown,https://covers.openlibrary.org/b/isbn/349921833X-M.jpg?default=false
Drama: A Graphic Novel,"Telgemeier, Raina",IA,B,Iowa,/works/OL16793507W,9780545779968,private,
"Friday Night Lights: A Town, A Team, and a Dream","Bissinger, H.G.",IA,B,Iowa,/works/OL2645895W,9780306824227,private,
Fun Home: A Family Tragicomic,"Bechdel, Alison",IA,B,Iowa,/works/OL1835957W,0618477942,borrow_available,https://covers.openlibrary.org/b/isbn/0618477942-M.jpg?default=false
Water for Elephants,"Gruen, Sara",IA,B,Iowa,/works/OL5813796W,9781565125605,borrow_available,https://covers.openlibrary.org/b/isbn/9781565125605-M.jpg?default=false
Perfect,"Hopkins, Ellen",IA,B,Iowa,/works/OL16086729W,1416983244,private,https://covers.openlibrary.org/b/isbn/1416983244-M.jpg?default=false
Tricks,"Hopkins, Ellen",IA,B,Iowa,/works/OL5969746W,1416950087,private,https://covers.openlibrary.org/b/isbn/1416950087-M.jpg?default=false
I Am Alfonso Jones,"Medina, Tony",IA,B,Iowa,/works/OL19717763W,9780606403948,Unknown,https://covers.openlibrary.org/b/isbn/9780606403948-M.jpg?default=false
I Know Why The Caged Bird Sings,"Angelou, Maya",IA,B,Iowa,/works/OL80021W,1615879226,borrow_available,https://covers.openlibrary.org/b/isbn/1615879226-M.jpg?default=false
The Glass Castle,"Walls, Jeannette",IA,B,Iowa,/works/OL46760W,7535548881,borrow_available,https://covers.openlibrary.org/b/isbn/7535548881-M.jpg?default=false
Lucky,"Sebold, Alice",IA,B,Iowa,/works/OL5962663W,0759570485,borrow_available,
Sold,"McCormick, Patricia",IA,B,Iowa,/works/OL8119653W,9780786851713,private,https://covers.openlibrary.org/b/isbn/9780786851713-M.jpg?default=false
Out of Darkness,"Pérez, Ashley Hope",IA,B,Iowa,/works/OL20009530W,1467776777,private,
Nineteen Minutes,"Picoult, Jodi",IA,B,Iowa,/works/OL891945W,1741769035,borrow_available,
"Stamped: Racism, Antiracism, and You","Reynolds, Jason",IA,B,Iowa,/works/OL43357580W,,private,
The Color Purple,"Walker, Alice",IA,B,Iowa,/works/OL273644W,9780671668785,borrow_available,https://covers.openlibrary.org/b/isbn/9780671668785-M.jpg?default=false
"A Child Called ""It"": One Child's Courage to Survive","Pelzer, Dave",IA,B,Dickinson,/works/OL66946W,9780752837505,borrow_available,https://covers.openlibrary.org/b/isbn/9780752837505-M.jpg?default=false
After,"Efaw, Amy",IA,B,Dickinson,/works/OL15175166W,9571044423,borrow_available,
All American Boys,"Reynolds, Jason",IA,B,Dickinson,/works/OL18217886W,9781680699067,private,
All the Bright Places,"Niven, Jennifer",IA,B,Dickinson,/works/OL17323489W,9780593118924,open,https://covers.openlibrary.org/b/isbn/9780593118924-M.jpg?default=false
Beloved,"Morrison, Toni",IA,B,Dickinson,/works/OL50548W,2264047968,borrow_available,
Blended,"Draper, Sharon M.",IA,B,Dickinson,/works/OL19763109W,1442495006,private,https://covers.openlibrary.org/b/isbn/1442495006-M.jpg?default=false
Clockwork Princess,"Clare, Cassandra",IA,B,Dickinson,/works/OL20375527W,9781406356892,private,https://covers.openlibrary.org/b/isbn/9781406356892-M.jpg?default=false
Dear Martin,"Stone, Nic",IA,B,Dickinson,/works/OL17876380W,349921833X,Unknown,https://covers.openlibrary.org/b/isbn/349921833X-M.jpg?default=false
Forever...,"Blume, Judy",IA,B,Dickinson,/works/OL1838409W,9789996669613,private,
Go Ask Alice,"Sparks, Beatrice",IA,B,Dickinson,/works/OL264729W,9782724200775,borrow_available,https://covers.openlibrary.org/b/isbn/9782724200775-M.jpg?default=false
I Am Not Your Perfect Mexican Daughter,"Sánchez, Erika L.",IA,B,Dickinson,/works/OL19068751W,1536453595,Unknown,
I Know Why The Caged Bird Sings,"Angelou, Maya",IA,B,Dickinson,/works/OL80021W,1615879226,borrow_available,https://covers.openlibrary.org/b/isbn/1615879226-M.jpg?default=false
Lily and Dunkin,"Gephart, Donna",IA,B,Dickinson,/works/OL17857946W,1536438596,private,
Looking for Alaska,"Green, John",IA,B,Dickinson,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Melissa (George),"Gino, Alex",IA,B,Dickinson,/works/OL17334061W,1338843400,private,
Monday's Not Coming,"Jackson, Tiffany D.",IA,B,Dickinson,/works/OL19742314W,9780062422682,private,https://covers.openlibrary.org/b/isbn/9780062422682-M.jpg?default=false
Nineteen Minutes,"Picoult, Jodi",IA,B,Dickinson,/works/OL891945W,1741769035,borrow_available,
Pet,"Emezi, Akwaeke",IA,B,Dickinson,/works/OL20150134W,9788412571745,Unknown,https://covers.openlibrary.org/b/isbn/9788412571745-M.jpg?default=false
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",IA,B,Dickinson,/works/OL46472W,9780316013680,private,https://covers.openlibrary.org/b/isbn/9780316013680-M.jpg?default=false
The Art of Racing in the Rain,"Stein, Garth",IA,B,Dickinson,/works/OL2756026W,9780061668241,private,
The Boy and Girl Who Broke the World,"Reed, Amy",IA,B,Dickinson,/works/OL21204905W,9781481481779,Unknown,https://covers.openlibrary.org/b/isbn/9781481481779-M.jpg?default=false
The Breakaways,"Johnson, Cathy G.",IA,B,Dickinson,/works/OL20112832W,9781250196941,Unknown,https://covers.openlibrary.org/b/isbn/9781250196941-M.jpg?default=false
The Kite Runner,"Hosseini, Khaled",IA,B,Dickinson,/works/OL5781992W,9780132356596,borrow_available,
The Lovely Bones,"Sebold, Alice",IA,B,Dickinson,/works/OL5962664W,160024842X,borrow_available,https://covers.openlibrary.org/b/isbn/160024842X-M.jpg?default=false
All American Boys,"Reynolds, Jason",IA,B,Linn,/works/OL18217886W,9781680699067,private,
Alone,No Author Specified,IA,B,Linn,/works/OL45886W,9787533232283,borrow_available,https://covers.openlibrary.org/b/isbn/9787533232283-M.jpg?default=false
Drama: A Graphic Novel,"Telgemeier, Raina",IA,B,Linn,/works/OL16793507W,9780545779968,private,
Hooper,"Herbach, Geoff",IA,B,Linn,/works/OL19731632W,9780062453112,Unknown,https://covers.openlibrary.org/b/isbn/9780062453112-M.jpg?default=false
Living Dead Girl,"Scott, Elizabeth",IA,B,Linn,/works/OL8165756W,9781416960607,private,https://covers.openlibrary.org/b/isbn/9781416960607-M.jpg?default=false
Looking for Alaska,"Green, John",IA,B,Linn,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
One of Us Is Lying,"McManus, Karen M.",IA,B,Linn,/works/OL17797857W,0525707212,borrow_available,https://covers.openlibrary.org/b/isbn/0525707212-M.jpg?default=false
Speak,"Anderson, Laurie Halse",IA,B,Linn,/works/OL509183W,9780374371524,private,https://covers.openlibrary.org/b/isbn/9780374371524-M.jpg?default=false
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",IA,B,Linn,/works/OL46472W,9780316013680,private,https://covers.openlibrary.org/b/isbn/9780316013680-M.jpg?default=false
The Fault in Our Stars,"Green, John",IA,B,Linn,/works/OL16444438W,0141359153,borrow_available,
Thirteen Reasons Why,"Asher, Jay",IA,B,Linn,/works/OL9264548W,9780141328294,private,https://covers.openlibrary.org/b/isbn/9780141328294-M.jpg?default=false
Looking for Alaska,"Green, John",IA,B,"Fayette, Clayton, Buchanan, Delaware",/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
A Separate Peace,"Knowles, John",IA,B,Bremer; Chickasaw,/works/OL4324502W,9780553232240,private,https://covers.openlibrary.org/b/isbn/9780553232240-M.jpg?default=false
Beloved,"Morrison, Toni",IA,B,Bremer; Chickasaw,/works/OL50548W,2264047968,borrow_available,
Breaking Dawn,"Meyer, Stephanie",IA,B,Bremer; Chickasaw,/works/OL5720022W,9781905654208,borrow_available,
I Am Not Your Perfect Mexican Daughter,"Sánchez, Erika L.",IA,B,Bremer; Chickasaw,/works/OL19068751W,1536453595,Unknown,
Looking for Alaska,"Green, John",IA,B,Bremer; Chickasaw,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Nineteen Minutes,"Picoult, Jodi",IA,B,Bremer; Chickasaw,/works/OL891945W,1741769035,borrow_available,
Ordinary Hazards,"Grimes, Nikki",IA,B,Bremer; Chickasaw,/works/OL21208697W,1629798819,Unknown,https://covers.openlibrary.org/b/isbn/1629798819-M.jpg?default=false
Sold,"McCormick, Patricia",IA,B,Bremer; Chickasaw,/works/OL8119653W,9780786851713,private,https://covers.openlibrary.org/b/isbn/9780786851713-M.jpg?default=false
Speak: The Graphic Novel,"Anderson, Laurie Halse",IA,B,Bremer; Chickasaw,/works/OL17854075W,0374300283,private,https://covers.openlibrary.org/b/isbn/0374300283-M.jpg?default=false
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",IA,B,Bremer; Chickasaw,/works/OL46472W,9780316013680,private,https://covers.openlibrary.org/b/isbn/9780316013680-M.jpg?default=false
The Fault in Our Stars,"Green, John",IA,B,Bremer; Chickasaw,/works/OL16444438W,0141359153,borrow_available,
The Hate U Give,"Thomas, Angie",IA,B,Bremer; Chickasaw,/works/OL17714701W,8501111716,borrow_available,https://covers.openlibrary.org/b/isbn/8501111716-M.jpg?default=false
The Kite Runner,"Hosseini, Khaled",IA,B,Bremer; Chickasaw,/works/OL5781992W,9780132356596,borrow_available,
Their Eyes Were Watching God,"Hurston, Zora Neale",IA,B,Bremer; Chickasaw,/works/OL27778127W,0060739827,error,https://covers.openlibrary.org/b/isbn/0060739827-M.jpg?default=false
Thirteen Reasons Why,"Asher, Jay",IA,B,Bremer; Chickasaw,/works/OL9264548W,9780141328294,private,https://covers.openlibrary.org/b/isbn/9780141328294-M.jpg?default=false
Empire of Storms,"Maas, Sarah J.",IA,B,Winneshiek; Chickasaw; Fayette; Howard,/works/OL17625829W,9781619636095,borrow_available,https://covers.openlibrary.org/b/isbn/9781619636095-M.jpg?default=false
Kingdom of Ash,"Maas, Sarah J.",IA,B,Winneshiek; Chickasaw; Fayette; Howard,/works/OL19352982W,1526635275,Unknown,https://covers.openlibrary.org/b/isbn/1526635275-M.jpg?default=false
Nineteen Minutes,"Picoult, Jodi",IA,B,Winneshiek; Chickasaw; Fayette; Howard,/works/OL891945W,1741769035,borrow_available,
Shine,"Myracle, Lauren",IA,B,Winneshiek; Chickasaw; Fayette; Howard,/works/OL16261093W,1419701843,borrow_available,https://covers.openlibrary.org/b/isbn/1419701843-M.jpg?default=false
Sold,"McCormick, Patricia",IA,B,Winneshiek; Chickasaw; Fayette; Howard,/works/OL8119653W,9780786851713,private,https://covers.openlibrary.org/b/isbn/9780786851713-M.jpg?default=false
Speak,"Anderson, Laurie Halse",IA,B,Winneshiek; Chickasaw; Fayette; Howard,/works/OL509183W,9780374371524,private,https://covers.openlibrary.org/b/isbn/9780374371524-M.jpg?default=false
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",IA,B,Winneshiek; Chickasaw; Fayette; Howard,/works/OL46472W,9780316013680,private,https://covers.openlibrary.org/b/isbn/9780316013680-M.jpg?default=false
The Perks of Being a Wallflower,"Chbosky, Stephen",IA,B,Winneshiek; Chickasaw; Fayette; Howard,/works/OL875437W,9782010021787,borrow_available,https://covers.openlibrary.org/b/isbn/9782010021787-M.jpg?default=false
Wicked: The Life and Times of the Wicked Witch of the West,"Maguire, Gregory",IA,B,Winneshiek; Chickasaw; Fayette; Howard,/works/OL66218W,0063391074,private,
A Separate Peace,"Knowles, John",IA,B,"Boone, Dallas, Polk",/works/OL4324502W,9780553232240,private,https://covers.openlibrary.org/b/isbn/9780553232240-M.jpg?default=false
A Court of Frost and Starlight,"Maas, Sarah J.",IA,B,,/works/OL19655889W,9788328060449,Unknown,https://covers.openlibrary.org/b/isbn/9788328060449-M.jpg?default=false
A Court of Mist and Fury,"Maas, Sarah J.",IA,B,,/works/OL17860744W,9781408857892,private,https://covers.openlibrary.org/b/isbn/9781408857892-M.jpg?default=false
A ​Court of Silver Flames,"Maas, Sarah J.",IA,B,,/works/OL21703979W,1526620642,Unknown,https://covers.openlibrary.org/b/isbn/1526620642-M.jpg?default=false
A Court of Thorns and Roses,"Maas, Sarah J.",IA,B,Benton; Black Hawk; Tama,/works/OL17352669W,2732472301,private,https://covers.openlibrary.org/b/isbn/2732472301-M.jpg?default=false
A Court of Wings and Ruin,"Maas, Sarah J.",IA,B,,/works/OL17823218W,9781681197678,private,https://covers.openlibrary.org/b/isbn/9781681197678-M.jpg?default=false
All Boys Aren't Blue,"Johnson, George M.",IA,B,Benton; Black Hawk; Tama,/works/OL20728338W,9780241515044,private,
Beyond Magenta: Transgender Teens Speak Out,"Kuklin, Susan",IA,B,Benton; Black Hawk; Tama,/works/OL16818314W,0763673684,private,https://covers.openlibrary.org/b/isbn/0763673684-M.jpg?default=false
Boy Toy,"Lyga, Barry",IA,B,Benton; Black Hawk; Tama,/works/OL5840600W,9780618723935,private,https://covers.openlibrary.org/b/isbn/9780618723935-M.jpg?default=false
Crank,"Hopkins, Ellen",IA,B,Benton; Black Hawk; Tama,/works/OL5969752W,9780689865190,private,https://covers.openlibrary.org/b/isbn/9780689865190-M.jpg?default=false
Crown of Midnight,"Maas, Sarah J.",IA,B,,/works/OL16809980W,9781639730964,borrow_available,https://covers.openlibrary.org/b/isbn/9781639730964-M.jpg?default=false
Damsel,"Arnold, Elana K.",IA,B,Benton; Black Hawk; Tama,/works/OL19755103W,0062742337,Unknown,https://covers.openlibrary.org/b/isbn/0062742337-M.jpg?default=false
Empire of Storms,"Maas, Sarah J.",IA,B,,/works/OL17625829W,9781619636095,borrow_available,https://covers.openlibrary.org/b/isbn/9781619636095-M.jpg?default=false
Gender Queer: A Memoir,"Kobabe, Maia",IA,B,Benton; Black Hawk; Tama,/works/OL41899364W,9781637150771,Unknown,
Heir of Fire,"Maas, Sarah J.",IA,B,,/works/OL17367560W,9788418359309,private,https://covers.openlibrary.org/b/isbn/9788418359309-M.jpg?default=false
Heroine,"McGinnis, Mindy",IA,B,Benton; Black Hawk; Tama,/works/OL20152810W,9780062847201,Unknown,
Identical,"Hopkins, Ellen",IA,B,Benton; Black Hawk; Tama,/works/OL5969735W,9781416984658,private,
Kingdom of Ash,"Maas, Sarah J.",IA,B,,/works/OL19352982W,1526635275,Unknown,https://covers.openlibrary.org/b/isbn/1526635275-M.jpg?default=false
Like a Love Story,"Nazemian, Abdi",IA,B,Benton; Black Hawk; Tama,/works/OL20152946W,0062839381,Unknown,
Living Dead Girl,"Scott, Elizabeth",IA,B,Benton; Black Hawk; Tama,/works/OL8165756W,9781416960607,private,https://covers.openlibrary.org/b/isbn/9781416960607-M.jpg?default=false
Nineteen Minutes,"Picoult, Jodi",IA,B,Benton; Black Hawk; Tama,/works/OL891945W,1741769035,borrow_available,
Out of Darkness,"Pérez, Ashley Hope",IA,B,Benton; Black Hawk; Tama,/works/OL20009530W,1467776777,private,
Perfect,"Hopkins, Ellen",IA,B,Benton; Black Hawk; Tama,/works/OL16086729W,1416983244,private,https://covers.openlibrary.org/b/isbn/1416983244-M.jpg?default=false
Queen of Shadows,"Maas, Sarah J.",IA,B,,/works/OL17718538W,9789571067681,borrow_available,https://covers.openlibrary.org/b/isbn/9789571067681-M.jpg?default=false
Red Hood,"Arnold, Elana K.",IA,B,Benton; Black Hawk; Tama,/works/OL20649351W,9780062742377,Unknown,
"Red, White, and Royal Blue","McQuiston, Casey",IA,B,Benton; Black Hawk; Tama,/works/OL42309809W,1250316774,Unknown,https://covers.openlibrary.org/b/isbn/1250316774-M.jpg?default=false
Shine,"Myracle, Lauren",IA,B,Benton; Black Hawk; Tama,/works/OL16261093W,1419701843,borrow_available,https://covers.openlibrary.org/b/isbn/1419701843-M.jpg?default=false
Slaughterhouse-Five,"Vonnegut Jr., Kurt",IA,B,Benton; Black Hawk; Tama,/works/OL98459W,9780060564926,borrow_available,https://covers.openlibrary.org/b/isbn/9780060564926-M.jpg?default=false
Sold,"McCormick, Patricia",IA,B,Benton; Black Hawk; Tama,/works/OL8119653W,9780786851713,private,https://covers.openlibrary.org/b/isbn/9780786851713-M.jpg?default=false
Speak,"Anderson, Laurie Halse",IA,B,Benton; Black Hawk; Tama,/works/OL509183W,9780374371524,private,https://covers.openlibrary.org/b/isbn/9780374371524-M.jpg?default=false
The Assassin's Blade,"Maas, Sarah J.",IA,B,,/works/OL17546674W,1491586575,private,https://covers.openlibrary.org/b/isbn/1491586575-M.jpg?default=false
The Female of the Species,"McGinnis, Mindy",IA,B,Benton; Black Hawk; Tama,/works/OL20037215W,0062320904,Unknown,
The Hate U Give,"Thomas, Angie",IA,B,Benton; Black Hawk; Tama,/works/OL17714701W,8501111716,borrow_available,https://covers.openlibrary.org/b/isbn/8501111716-M.jpg?default=false
